21.0, Private, 7th-8th,4, Machine-op-inspct, Own-child, White, Male,0.0,0,40, United-States, <=50K
19.0, Private, HS-grad,9, Sales, Own-child, White, Female,0.0,0,24, United-States, <=50K
59.0, Local-gov, HS-grad,9, Protective-serv, Unmarried, Black, Female,0.0,0,40, United-States, <=50K
22.0, Private, Some-college,10, Exec-managerial, Wife, White, Female,0.0,0,40, United-States, <=50K
61.0, Self-emp-not-inc, HS-grad,9, Farming-fishing, Wife, White, Female,22040.0,0,40, United-States, <=50K
38.0, Private, HS-grad,9, Handlers-cleaners, Not-in-family, White, Male,0.0,0,40, United-States, <=50K
20.0,, Assoc-acdm,12,, Not-in-family, White, Male,0.0,0,20, United-States, <=50K
17.0, Private, 10th,6, Other-service, Own-child, White, Male,0.0,0,40, United-States, <=50K
40.0, Private, Assoc-voc,11, Prof-specialty, Unmarried, White, Male,0.0,0,40, United-States, <=50K
28.0, Self-emp-not-inc, HS-grad,9, Craft-repair, Own-child, White, Male,0.0,0,40, United-States, <=50K
19.0, Private, Some-college,10, Other-service, Own-child, White, Female,0.0,0,30, United-States, <=50K
28.0,, Some-college,10,, Other-relative, White, Female,0.0,0,40, United-States, <=50K
24.0, Private, Some-college,10, Tech-support, Not-in-family, White, Female,0.0,0,16, United-States, <=50K
23.0, Private, 7th-8th,4, Transport-moving, Husband, White, Male,0.0,0,32, United-States, <=50K
23.0, Private, HS-grad,9, Farming-fishing, Own-child, White, Male,0.0,0,40, United-States, <=50K
27.0,, HS-grad,9,, Not-in-family, White, Female,0.0,0,25, United-States, <=50K
18.0, Private, 10th,6, Sales, Own-child, White, Male,0.0,0,10, United-States, <=50K
54.0, Private, Assoc-acdm,12, Sales, Husband, White, Male,0.0,0,45, United-States, <=50K
, Private, Assoc-acdm,12, Adm-clerical, Husband, White, Male,,0,40, United-States, <=50K
17.0, Private, 11th,7, Adm-clerical, Own-child, White, Female,0.0,0,32, United-States, <=50K
48.0, Self-emp-not-inc, Some-college,10, Sales, Husband, White, Male,0.0,0,70, United-States, >50K
46.0, Federal-gov, Some-college,10, Machine-op-inspct, Unmarried, White, Male,0.0,0,40, United-States, <=50K
71.0, Private, Assoc-voc,11, Adm-clerical, Not-in-family, White, Female,0.0,0,40, United-States, <=50K
22.0, Private, HS-grad,9, Other-service, Not-in-family, White, Male,0.0,0,20, United-States, <=50K
40.0, Private, Assoc-voc,11, Tech-support, Husband, White, Male,0.0,0,40, United-States, >50K
24.0, Private, Assoc-acdm,12, Adm-clerical, Own-child, White, Female,0.0,0,15, United-States, <=50K
26.0, Private, HS-grad,9, Handlers-cleaners, Not-in-family, White, Male,0.0,0,40, United-States, <=50K
27.0, State-gov, Bachelors,13, Prof-specialty, Not-in-family, White, Male,0.0,0,9, United-States, <=50K
26.0, Self-emp-not-inc, 9th,5, Craft-repair, Husband, White, Male,0.0,0,40, Portugal, <=50K
40.0, Self-emp-inc, Assoc-acdm,12, Craft-repair, Husband, White, Male,0.0,2377,50, United-States, <=50K
23.0, Private, Bachelors,13, Sales, Not-in-family, White, Male,0.0,0,25, United-States, <=50K
21.0, Self-emp-not-inc, 12th,8, Adm-clerical, Wife, White, Female,4508.0,0,30, Portugal, <=50K
52.0, Private, Some-college,10, Adm-clerical, Husband, White, Male,0.0,0,40, United-States, >50K
35.0, Private, HS-grad,9, Adm-clerical, Own-child, White, Female,6849.0,0,40, United-States, <=50K
51.0, Local-gov, HS-grad,9, Craft-repair, Husband, White, Male,0.0,0,40, United-States, >50K
23.0, Private, HS-grad,9, Handlers-cleaners, Other-relative, Black, Male,0.0,0,40, United-States, <=50K
55.0, Private, Masters,14, Prof-specialty, Not-in-family, White, Female,14084.0,0,40, United-States, >50K
23.0, Private, 10th,6, Craft-repair, Own-child, White, Male,0.0,0,44, United-States, <=50K
24.0, Private, HS-grad,9, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,,0,35, United-States, <=50K
20.0, Private, 11th,7, Sales, Other-relative, White, Female,0.0,0,50, United-States, <=50K
32.0, Private, Bachelors,13, Prof-specialty, Husband, Asian-Pac-Islander, Male,0.0,0,40, India, <=50K
75.0, Self-emp-not-inc, Bachelors,13, Prof-specialty, Unmarried, White, Male,0.0,0,48, United-States, >50K
39.0, Private, Assoc-acdm,12, Tech-support, Husband, White, Male,0.0,0,40, France, >50K
49.0, Private, HS-grad,9, Craft-repair, Husband, White, Male,0.0,0,40, United-States, >50K
73.0,, HS-grad,9,, Not-in-family, White, Female,0.0,0,15, United-States, <=50K
47.0, Private, Bachelors,13, Exec-managerial, Husband, White, Male,0.0,0,38, United-States, >50K
38.0, Private, HS-grad,9, Craft-repair, Husband, White, Male,0.0,0,40, United-States, <=50K
24.0, Private, Assoc-acdm,12, Adm-clerical, Wife, White, Female,0.0,0,40, United-States, <=50K
26.0, Private, Some-college,10, Exec-managerial, Own-child, Black, Female,0.0,0,40, United-States, <=50K
28.0, Private, 7th-8th,4, Other-service, Own-child, White, Male,0.0,0,60, Mexico, <=50K
53.0, Private, HS-grad,9, Other-service, Not-in-family, White, Female,0.0,0,38, United-States, <=50K
28.0, Private, HS-grad,9, Craft-repair, Own-child, White, Male,0.0,0,40, United-States, <=50K
17.0, Private, 11th,7, Sales, Own-child, White, Female,0.0,0,15, United-States, <=50K
49.0, Self-emp-not-inc, 11th,7, Exec-managerial, Husband, White, Male,0.0,0,65, United-States, <=50K
41.0, State-gov, HS-grad,9, Other-service, Not-in-family, White, Female,0.0,0,40, United-States, <=50K
25.0, Self-emp-inc, Assoc-acdm,12, Sales, Not-in-family, White, Male,0.0,0,60, United-States, <=50K
52.0, Private, HS-grad,9, Adm-clerical, Unmarried, White, Female,0.0,0,40, Cuba, <=50K
20.0, Private, Bachelors,13, Sales, Other-relative, Black, Female,0.0,0,30, United-States, <=50K
34.0, Private, HS-grad,9, Adm-clerical, Not-in-family, White, Female,0.0,0,36, United-States, <=50K
74.0,, Assoc-acdm,12,, Not-in-family, White, Female,0.0,0,20, United-States, <=50K
21.0, Private, Some-college,10, Exec-managerial, Own-child, White, Male,0.0,0,40, United-States, <=50K
23.0, Private, Bachelors,13, Sales, Own-child, White, Female,0.0,0,20, United-States, <=50K
44.0, Private, Bachelors,13, Tech-support, Wife, White, Female,0.0,0,20, United-States, >50K
34.0, Private, Some-college,10, Craft-repair, Husband, White, Male,0.0,0,40, United-States, <=50K
49.0, Private, Assoc-voc,11, Sales, Unmarried, White, Female,0.0,0,40, United-States, <=50K
22.0, Private, Some-college,10, Other-service, Own-child, White, Female,0.0,0,11, United-States, <=50K
25.0, Local-gov, Masters,14, Protective-serv, Not-in-family, White, Male,0.0,0,40, United-States, <=50K
29.0, Private, Bachelors,13, Tech-support, Husband, White, Male,0.0,0,40, United-States, <=50K
20.0,, Some-college,10,, Own-child, White, Female,0.0,0,40, United-States, <=50K
38.0, State-gov, Bachelors,13, Exec-managerial, Own-child, White, Male,0.0,0,40, United-States, <=50K
20.0, Private, Some-college,10, Other-service, Other-relative, White, Female,,0,25, United-States, <=50K
27.0, Private, HS-grad,9, Farming-fishing, Own-child, White, Female,0.0,0,40, Mexico, <=50K
70.0, Self-emp-not-inc, Prof-school,15, Prof-specialty, Husband, White, Male,0.0,0,25, United-States, <=50K
34.0, Local-gov, HS-grad,9, Protective-serv, Husband, White, Male,4064.0,0,50, United-States, <=50K
29.0, Private, Bachelors,13, Sales, Not-in-family, White, Male,6849.0,0,48, United-States, <=50K
35.0, Private, HS-grad,9, Transport-moving, Husband, White, Male,0.0,0,65, United-States, <=50K
90.0, Private, Bachelors,13, Prof-specialty, Own-child, White, Female,0.0,0,10, United-States, <=50K
24.0, Federal-gov, HS-grad,9, Adm-clerical, Not-in-family, White, Female,0.0,0,40, United-States, <=50K
52.0, Local-gov, Masters,14, Exec-managerial, Not-in-family, White, Female,4787.0,0,60, United-States, >50K
20.0, Private, 12th,8, Other-service, Not-in-family, White, Male,0.0,0,40, United-States, <=50K
39.0, Private, HS-grad,9, Transport-moving, Husband, Black, Male,0.0,0,40, Cuba, <=50K
43.0,, Some-college,10,, Not-in-family, Black, Male,0.0,0,40, United-States, <=50K
42.0, Private, Assoc-voc,11, Other-service, Unmarried, White, Female,0.0,0,32, United-States, <=50K
58.0, Private, HS-grad,9, Other-service, Unmarried, Black, Female,0.0,0,20, United-States, <=50K
42.0, Private, HS-grad,9, Other-service, Unmarried, White, Female,0.0,0,30, United-States, <=50K
38.0, Private, 9th,5, Farming-fishing, Husband, White, Male,0.0,0,54, Mexico, <=50K
37.0, Self-emp-not-inc, HS-grad,9, Farming-fishing, Not-in-family, White, Male,0.0,0,86, United-States, <=50K
55.0, Self-emp-not-inc, Bachelors,13, Exec-managerial, Wife, White, Female,0.0,0,25, United-States, <=50K
21.0,, Some-college,10,, Own-child, White, Male,0.0,0,24, United-States, <=50K
41.0, Private, Doctorate,16, Prof-specialty, Husband, White, Male,0.0,0,50, United-States, >50K
28.0, Local-gov, Some-college,10, Exec-managerial, Own-child, White, Female,0.0,0,40, United-States, <=50K
20.0, Private, Some-college,10, Adm-clerical, Own-child, White, Male,0.0,0,30, United-States, <=50K
30.0, Private, Assoc-voc,11, Prof-specialty, Unmarried, White, Female,0.0,0,40, United-States, <=50K
28.0, Private, HS-grad,9, Other-service, Unmarried, White, Female,0.0,0,35, United-States, <=50K
36.0, Private, Doctorate,16, Prof-specialty, Not-in-family, White, Male,0.0,0,40, England, <=50K
55.0, Private, 11th,7, Machine-op-inspct, Husband, White, Male,0.0,0,32, United-States, <=50K
40.0, Private, HS-grad,9, Handlers-cleaners, Husband, White, Male,0.0,0,40, United-States, <=50K
27.0, Private, HS-grad,9, Handlers-cleaners, Own-child, White, Male,0.0,0,40, United-States, <=50K
36.0, Private, HS-grad,9, Machine-op-inspct, Husband, White, Male,0.0,0,45, United-States, <=50K
35.0, Self-emp-not-inc, HS-grad,9, Farming-fishing, Husband, White, Male,0.0,0,55, United-States, <=50K
23.0, Private, HS-grad,9, Other-service, Own-child, White, Female,0.0,0,10, United-States, <=50K
38.0, Private, HS-grad,9, Sales, Husband, White, Male,0.0,1977,99, United-States, >50K
32.0, Self-emp-not-inc, HS-grad,9, Transport-moving, Husband, White, Male,0.0,0,48, United-States, <=50K
36.0, Private, Bachelors,13, Prof-specialty, Husband, White, Male,0.0,1887,50, United-States, >50K
33.0, Private, HS-grad,9, Transport-moving, Husband, White, Male,3908.0,0,40, United-States, <=50K
52.0, Private, 11th,7, Other-service, Husband, White, Male,0.0,0,40, United-States, <=50K
34.0, Private, HS-grad,9, Adm-clerical, Unmarried, White, Female,0.0,0,40, United-States, <=50K
37.0, Local-gov, Some-college,10, Protective-serv, Unmarried, White, Male,0.0,0,48, Germany, <=50K
48.0, State-gov, Masters,14, Prof-specialty, Husband, White, Male,15024.0,0,40, United-States, >50K
31.0, Private, Prof-school,15, Tech-support, Husband, Asian-Pac-Islander, Male,0.0,0,40, India, <=50K
21.0, Private, Some-college,10, Craft-repair, Not-in-family, White, Male,0.0,0,50, United-States, <=50K
32.0, Private, HS-grad,9, Craft-repair, Unmarried, White, Male,0.0,0,40, United-States, <=50K
44.0, Private, HS-grad,9, Other-service, Husband, White, Male,0.0,0,25, Mexico, <=50K
30.0, Private, Masters,14, Exec-managerial, Husband, White, Male,15024.0,0,60, United-States, >50K
, Private, Bachelors,13, Prof-specialty, Not-in-family, White, Female,0.0,0,45, Cuba, <=50K
23.0, Private, Bachelors,13, Prof-specialty, Own-child, White, Female,0.0,0,40, United-States, <=50K
47.0, Private, Some-college,10, Craft-repair, Husband, White, Male,0.0,0,40, United-States, <=50K
28.0, Private, 7th-8th,4, Adm-clerical, Own-child, White, Male,0.0,0,40, Portugal, <=50K
47.0, Self-emp-not-inc, Bachelors,13, Sales, Husband, White, Male,0.0,0,40, United-States, >50K
27.0, Private, Some-college,10, Sales, Not-in-family, White, Male,,0,40, United-States, <=50K
27.0, Private, Some-college,10, Craft-repair, Not-in-family, White, Male,0.0,0,45, United-States, <=50K
22.0, Private, Some-college,10, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0.0,0,44, United-States, <=50K
41.0, Local-gov, Bachelors,13, Protective-serv, Husband, White, Male,0.0,0,50, United-States, <=50K
26.0, Private, 5th-6th,3, Transport-moving, Not-in-family, White, Male,0.0,0,40, Columbia, <=50K
27.0, Private, HS-grad,9, Other-service, Own-child, Asian-Pac-Islander, Male,0.0,0,40, United-States, <=50K
40.0, Private, Assoc-voc,11, Transport-moving, Husband, White, Male,2829.0,0,40, United-States, <=50K
55.0, Self-emp-not-inc, Masters,14, Sales, Husband, White, Male,2228.0,0,50, United-States, <=50K
33.0, Private, Bachelors,13, Exec-managerial, Husband, White, Male,0.0,0,45, United-States, <=50K
30.0, Private, HS-grad,9, Adm-clerical, Unmarried, White, Female,0.0,0,35, United-States, <=50K
30.0, Private, Some-college,10, Exec-managerial, Not-in-family, White, Female,0.0,0,40, England, <=50K
27.0, Private, 11th,7, Machine-op-inspct, Unmarried, White, Female,0.0,0,40, United-States, <=50K
50.0, Private, Some-college,10, Other-service, Not-in-family, White, Female,0.0,0,40, United-States, <=50K
55.0, Private, HS-grad,9, Exec-managerial, Husband, White, Male,0.0,0,50, United-States, <=50K
28.0, Private, Bachelors,13, Exec-managerial, Husband, White, Male,0.0,0,40, United-States, >50K
30.0, Private, Some-college,10, Adm-clerical, Not-in-family, White, Female,0.0,0,40, United-States, <=50K
48.0, Private, HS-grad,9, Machine-op-inspct, Other-relative, Other, Female,0.0,0,38, Ecuador, <=50K
36.0, Private, Some-college,10, Sales, Husband, White, Male,5178.0,0,50, United-States, >50K
27.0, Private, Bachelors,13, Tech-support, Not-in-family, Black, Female,0.0,0,40, France, <=50K
34.0, Private, HS-grad,9, Sales, Husband, White, Male,0.0,0,50, United-States, <=50K
26.0, Private, HS-grad,9, Sales, Unmarried, White, Female,0.0,0,40, United-States, <=50K
29.0, Private, Assoc-acdm,12, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0.0,0,40, United-States, <=50K
53.0, Private, HS-grad,9, Exec-managerial, Husband, White, Male,99999.0,0,40, United-States, >50K
20.0, Private, Some-college,10, Adm-clerical, Not-in-family, White, Female,0.0,0,40, United-States, <=50K
22.0,, Some-college,10,, Own-child, White, Male,0.0,0,25, United-States, <=50K
27.0, Private, 9th,5, Other-service, Own-child, White, Male,0.0,0,30, United-States, <=50K
54.0, Private, 7th-8th,4, Machine-op-inspct, Husband, White, Male,0.0,0,40, United-States, <=50K
23.0, Local-gov, HS-grad,9, Other-service, Not-in-family, White, Female,0.0,0,40, United-States, <=50K
46.0, Local-gov, HS-grad,9, Protective-serv, Husband, White, Male,7688.0,0,96, United-States, >50K
36.0, Private, Masters,14, Other-service, Husband, White, Male,0.0,0,40, United-States, <=50K
25.0, Private, 7th-8th,4, Handlers-cleaners, Husband, White, Male,0.0,0,40, Mexico, <=50K
73.0, Self-emp-not-inc, HS-grad,9, Sales, Husband, White, Male,0.0,0,40, United-States, <=50K
26.0, Private, Some-college,10, Transport-moving, Not-in-family, White, Male,0.0,0,40, United-States, <=50K
40.0, Self-emp-inc, Bachelors,13, Prof-specialty, Own-child, White, Male,0.0,0,40, United-States, <=50K
43.0, Private, HS-grad,9, Machine-op-inspct, Not-in-family, White, Male,0.0,0,45, United-States, <=50K
22.0, Private, Some-college,10, Tech-support, Own-child, White, Male,0.0,0,40, United-States, <=50K
30.0,, 11th,7,, Unmarried, White, Male,0.0,0,40, United-States, <=50K
65.0, Federal-gov, Some-college,10, Exec-managerial, Husband, Black, Male,0.0,2174,40, United-States, >50K
63.0, Local-gov, HS-grad,9, Exec-managerial, Wife, White, Female,0.0,0,32, United-States, <=50K
51.0, Local-gov, HS-grad,9, Protective-serv, Husband, White, Male,0.0,0,70, United-States, <=50K
32.0, Private, Bachelors,13, Exec-managerial, Husband, White, Male,0.0,0,40, United-States, <=50K
38.0, Private, Bachelors,13, Exec-managerial, Unmarried, White, Female,0.0,0,40, Cuba, <=50K
31.0, Private, Some-college,10, Transport-moving, Unmarried, White, Male,0.0,0,50, United-States, <=50K
35.0, State-gov, Some-college,10, Exec-managerial, Husband, White, Male,0.0,0,80, United-States, <=50K
38.0, Private, Some-college,10, Exec-managerial, Husband, White, Male,0.0,0,45, United-States, <=50K
36.0, Private, Some-college,10, Adm-clerical, Husband, White, Male,0.0,0,52, United-States, <=50K
43.0, Private, HS-grad,9, Other-service, Not-in-family, White, Female,0.0,0,35, United-States, <=50K
28.0, Private, HS-grad,9, Craft-repair, Unmarried, White, Male,0.0,0,40, Mexico, <=50K
48.0, Private, 12th,8, Handlers-cleaners, Unmarried, White, Female,0.0,0,50, United-States, <=50K
33.0, Private, Assoc-acdm,12, Adm-clerical, Not-in-family, White, Male,0.0,0,50, United-States, <=50K
36.0, Private, Bachelors,13, Prof-specialty, Husband, White, Male,0.0,0,45, United-States, <=50K
56.0, Private, 9th,5, Sales, Husband, White, Male,0.0,0,40, United-States, <=50K
, Local-gov, Some-college,10, Protective-serv, Unmarried, Asian-Pac-Islander, Female,0.0,0,40, United-States, <=50K
,, 5th-6th,3,, Wife, Other, Female,0.0,0,40, Mexico, <=50K
61.0, Private, 9th,5, Other-service, Not-in-family, White, Male,0.0,0,40, United-States, <=50K
33.0, Local-gov, Masters,14, Prof-specialty, Not-in-family, White, Female,0.0,0,50, United-States, <=50K
22.0, Private, Assoc-acdm,12, Adm-clerical, Not-in-family, White, Female,0.0,0,25, United-States, <=50K
61.0, Private, HS-grad,9, Prof-specialty, Husband, White, Male,0.0,0,30, United-States, <=50K
50.0, Private, HS-grad,9, Craft-repair, Husband, White, Male,0.0,0,40, United-States, >50K
18.0, Private, 7th-8th,4, Machine-op-inspct, Own-child, White, Male,0.0,0,40, United-States, <=50K
33.0, Private, 10th,6, Other-service, Unmarried, White, Female,3418.0,0,35, United-States, <=50K
26.0, Private, Assoc-voc,11, Prof-specialty, Own-child, Other, Female,0.0,0,60, Jamaica, <=50K
36.0, Private, HS-grad,9, Craft-repair, Husband, White, Male,0.0,0,40, United-States, <=50K
50.0, Self-emp-not-inc, Bachelors,13, Sales, Husband, White, Male,0.0,0,8, United-States, <=50K
55.0, Private, HS-grad,9, Adm-clerical, Not-in-family, White, Female,0.0,0,25, United-States, <=50K
28.0, Private, Bachelors,13, Prof-specialty, Wife, White, Female,0.0,0,45, United-States, >50K
24.0, Private, Assoc-voc,11, Machine-op-inspct, Husband, White, Male,0.0,0,40, United-States, <=50K
26.0, Private, Some-college,10, Sales, Husband, White, Male,,0,40, United-States, <=50K
29.0, Self-emp-not-inc, Assoc-voc,11, Farming-fishing, Husband, White, Male,0.0,0,90, United-States, <=50K
37.0, Private, Assoc-acdm,12, Adm-clerical, Not-in-family, White, Female,0.0,0,40, United-States, <=50K
35.0, Private, HS-grad,9, Exec-managerial, Husband, White, Male,0.0,0,55, Iran, >50K
39.0, Private, HS-grad,9, Other-service, Other-relative, Black, Male,0.0,0,40, United-States, <=50K
33.0, Private, Some-college,10, Exec-managerial, Not-in-family, White, Male,0.0,0,45, United-States, <=50K
42.0, Private, Masters,14, Exec-managerial, Husband, White, Male,0.0,0,60, United-States, >50K
35.0, Private, 11th,7, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0.0,0,40, United-States, <=50K
40.0, Private, 9th,5, Craft-repair, Other-relative, Black, Male,0.0,0,49, United-States, <=50K
17.0, Private, 10th,6, Sales, Own-child, White, Female,0.0,0,5, United-States, <=50K
18.0, Private, HS-grad,9, Other-service, Own-child, White, Male,0.0,0,20, United-States, <=50K
23.0, Private, Bachelors,13, Other-service, Not-in-family, White, Female,0.0,0,40, United-States, <=50K
69.0,, HS-grad,9,, Husband, White, Male,0.0,0,45, United-States, >50K
21.0, Private, Some-college,10, Other-service, Own-child, White, Female,0.0,0,30, United-States, <=50K
30.0, Private, HS-grad,9, Machine-op-inspct, Other-relative, White, Male,0.0,0,40, Vietnam, <=50K
68.0, Self-emp-not-inc, HS-grad,9, Farming-fishing, Husband, White, Male,0.0,0,20, United-States, <=50K
76.0, Local-gov, HS-grad,9, Other-service, Not-in-family, White, Female,0.0,0,13, United-States, <=50K
33.0, Self-emp-inc, Masters,14, Craft-repair, Husband, White, Male,,0,40, United-States, <=50K
17.0, Private, 10th,6, Sales, Own-child, White, Female,0.0,0,20, United-States, <=50K
52.0, Private, Some-college,10, Adm-clerical, Not-in-family, White, Female,0.0,0,60, United-States, <=50K
43.0, Private, Bachelors,13, Prof-specialty, Husband, White, Male,0.0,0,40, United-States, >50K
19.0,, HS-grad,9,, Own-child, White, Female,0.0,0,40, United-States, <=50K
34.0, Private, HS-grad,9, Sales, Husband, White, Male,0.0,0,45, United-States, >50K
39.0, Private, HS-grad,9, Adm-clerical, Wife, White, Female,0.0,0,40, United-States, >50K
44.0, Private, Bachelors,13, Transport-moving, Husband, White, Male,0.0,0,55, United-States, <=50K
55.0, Private, HS-grad,9, Adm-clerical, Not-in-family, White, Female,0.0,0,40, United-States, <=50K
53.0, Private, Some-college,10, Exec-managerial, Wife, White, Female,0.0,0,40, United-States, >50K
30.0, Private, HS-grad,9, Adm-clerical, Unmarried, White, Male,0.0,2001,42, United-States, <=50K
25.0, Private, Some-college,10, Prof-specialty, Own-child, White, Male,0.0,0,40, United-States, <=50K
52.0, Private, 9th,5, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0.0,0,30, China, <=50K
18.0, Private, 5th-6th,3, Handlers-cleaners, Other-relative, White, Male,0.0,0,40, Mexico, <=50K
26.0, Private, 11th,7, Craft-repair, Not-in-family, White, Male,0.0,0,40, United-States, <=50K
29.0, Federal-gov, Some-college,10, Adm-clerical, Unmarried, Black, Female,2174.0,0,40, United-States, <=50K
54.0, Private, 10th,6, Other-service, Not-in-family, White, Male,0.0,0,70, United-States, <=50K
35.0, Private, 11th,7, Craft-repair, Husband, White, Male,0.0,2057,40, United-States, <=50K
26.0, Private, Bachelors,13, Exec-managerial, Not-in-family, White, Female,0.0,0,40, United-States, <=50K
37.0, Private, HS-grad,9, Exec-managerial, Own-child, White, Male,0.0,0,40, United-States, <=50K
53.0, Private, Some-college,10, Craft-repair, Husband, White, Male,0.0,0,40, Guatemala, <=50K
38.0,, 10th,6,, Own-child, White, Male,0.0,0,35, United-States, <=50K
25.0, Private, Bachelors,13, Prof-specialty, Not-in-family, White, Female,0.0,0,40, United-States, <=50K
25.0, Private, Some-college,10, Other-service, Not-in-family, Black, Male,0.0,0,40, United-States, <=50K
46.0, Private, HS-grad,9, Adm-clerical, Unmarried, White, Female,0.0,0,37, United-States, <=50K
54.0, Local-gov, Some-college,10, Craft-repair, Unmarried, White, Male,0.0,0,42, United-States, <=50K
49.0, Private, HS-grad,9, Craft-repair, Husband, White, Male,0.0,0,43, United-States, <=50K
51.0, State-gov, Some-college,10, Prof-specialty, Not-in-family, White, Female,0.0,0,40, United-States, <=50K
46.0, Private, HS-grad,9, Transport-moving, Husband, White, Male,0.0,0,40, United-States, <=50K
21.0, Private, HS-grad,9, Adm-clerical, Own-child, White, Male,0.0,0,40, United-States, <=50K
47.0, Private, HS-grad,9, Craft-repair, Husband, White, Male,5178.0,0,40, United-States, >50K
21.0, Private, 11th,7, Handlers-cleaners, Own-child, White, Male,0.0,1762,40, Dominican-Republic, <=50K
44.0, Federal-gov, HS-grad,9, Craft-repair, Own-child, Black, Female,0.0,0,40, United-States, <=50K
32.0, Private, Some-college,10, Adm-clerical, Own-child, Black, Female,0.0,0,40, United-States, <=50K
23.0, Private, Some-college,10, Adm-clerical, Own-child, White, Female,0.0,0,20, United-States, <=50K
17.0, Private, 12th,8, Other-service, Own-child, White, Male,0.0,0,16, United-States, <=50K
28.0, Private, 10th,6, Machine-op-inspct, Own-child, Black, Male,0.0,0,45, United-States, <=50K
36.0, Private, Some-college,10, Transport-moving, Husband, White, Male,0.0,0,45, United-States, <=50K
25.0, Private, Some-college,10, Sales, Husband, White, Male,0.0,0,25, El-Salvador, <=50K
44.0, Local-gov, 12th,8, Other-service, Other-relative, White, Female,0.0,0,35, Mexico, <=50K
37.0, Private, HS-grad,9, Farming-fishing, Husband, White, Male,0.0,0,40, United-States, <=50K
57.0, Private, HS-grad,9, Other-service, Not-in-family, White, Female,0.0,0,40, United-States, <=50K
45.0, Self-emp-not-inc, Masters,14, Prof-specialty, Not-in-family, White, Female,0.0,0,60, United-States, <=50K
45.0, Local-gov, 11th,7, Other-service, Husband, Black, Male,0.0,0,50, United-States, <=50K
45.0, Private, Assoc-voc,11, Sales, Not-in-family, White, Female,0.0,0,38, United-States, <=50K
45.0, Private, HS-grad,9, Other-service, Not-in-family, Black, Female,0.0,0,35, United-States, <=50K
38.0, Local-gov, HS-grad,9, Protective-serv, Not-in-family, White, Male,0.0,0,56, United-States, <=50K
45.0, Private, HS-grad,9, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0.0,1590,40, Japan, <=50K
30.0, Private, 12th,8, Other-service, Not-in-family, White, Female,0.0,0,40, United-States, <=50K
64.0, Self-emp-inc, Prof-school,15, Prof-specialty, Husband, White, Male,99999.0,0,35, United-States, >50K
20.0,, Some-college,10,, Own-child, White, Female,0.0,0,40, United-States, <=50K
59.0, Self-emp-not-inc, Some-college,10, Farming-fishing, Not-in-family, White, Female,6849.0,0,40, United-States, <=50K
22.0, Private, 10th,6, Craft-repair, Own-child, White, Male,0.0,0,40, United-States, <=50K
40.0, Private, HS-grad,9, Sales, Wife, White, Female,0.0,0,40, United-States, >50K
23.0, Private, HS-grad,9, Craft-repair, Own-child, Black, Male,0.0,0,40, United-States, <=50K
25.0, Private, Some-college,10, Farming-fishing, Own-child, White, Male,0.0,0,60, United-States, <=50K
34.0, Local-gov, Some-college,10, Craft-repair, Husband, White, Male,0.0,0,40, United-States, <=50K
20.0, Private, Some-college,10, Other-service, Own-child, White, Male,0.0,0,33, El-Salvador, <=50K
51.0, Private, Some-college,10, Transport-moving, Husband, White, Male,0.0,0,40, United-States, >50K
43.0, Private, Bachelors,13, Exec-managerial, Not-in-family, White, Female,0.0,0,40, United-States, <=50K
35.0, Private, HS-grad,9, Other-service, Unmarried, Black, Female,0.0,0,40, United-States, <=50K
52.0, Self-emp-inc, HS-grad,9, Farming-fishing, Husband, White, Male,0.0,0,60, United-States, <=50K
42.0, Self-emp-not-inc, HS-grad,9, Craft-repair, Husband, White, Male,0.0,2002,40, United-States, <=50K
47.0, Self-emp-not-inc, Bachelors,13, Sales, Husband, White, Male,0.0,0,40, United-States, >50K
30.0, Private, HS-grad,9, Exec-managerial, Unmarried, White, Female,0.0,0,29, United-States, <=50K
21.0, Private, Some-college,10, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0.0,1974,40, United-States, <=50K
20.0, Private, HS-grad,9, Handlers-cleaners, Own-child, White, Male,0.0,0,45, United-States, <=50K
40.0, Private, HS-grad,9, Adm-clerical, Husband, White, Male,2829.0,0,40, United-States, <=50K
56.0, Private, HS-grad,9, Sales, Wife, White, Female,0.0,0,15, United-States, <=50K
37.0, Local-gov, Some-college,10, Tech-support, Wife, White, Female,7298.0,0,36, United-States, >50K
26.0, Private, HS-grad,9, Sales, Not-in-family, Black, Male,0.0,0,40, United-States, <=50K
29.0, Private, Bachelors,13, Sales, Not-in-family, White, Female,3325.0,0,45, United-States, <=50K
50.0, Private, Bachelors,13, Adm-clerical, Not-in-family, White, Female,0.0,0,8, United-States, <=50K
43.0, Private, Prof-school,15, Prof-specialty, Husband, White, Male,15024.0,0,55, United-States, >50K
56.0, Private, Some-college,10, Adm-clerical, Not-in-family, White, Female,0.0,0,45, Germany, <=50K
34.0, Private, HS-grad,9, Sales, Not-in-family, White, Female,0.0,0,35, United-States, <=50K
